Word,Definition,Points
accommodativeness,,12775
accommodator,,3638
accommodators,,4706
accomodate,,2096
accompanable,,3663
accompany,,1642
accompanied,,2795
accompanier,,2773
accompanies,,2773
accompanying,,3715
accompanyist,,3689
accompaniment,,4737
accompanimental,,7802
accompaniments,,6093
accompanist,,2773
accompanists,,3612
accomplement,,3663
accompletive,,3689
accompli,,1194
accomplice,,2150
accomplices,,2816
accompliceship,,6278
accomplicity,,3741
accomplis,,1598
accomplish,,2168
accomplishable,,6204
accomplished,,3715
accomplisher,,3689
accomplishers,,4768
accomplishes,,3689
accomplishing,,4799
accomplishment,,6204
accomplishments,,7935
accomplisht,,2838
accompt,,881
accord,,613
accordable,,2096
accordance,,2096
accordances,,2752
accordancy,,2150
accordant,,1553
accordantly,,2773
accordatura,,2709
accordaturas,,3534
accordature,,2709
accorded,,1170
accorder,,1157
accorders,,1553
according,,1568
accordingly,,2795
accordion,,1553
accordionist,,3534
accordionists,,4582
accordions,,2060
accords,,850
accorporate,,2730
accorporation,,4613
accost,,605
accostable,,2078
accosted,,1157
accosting,,1553
accosts,,840
accouche,,1207
accouchement,,3689
accouchements,,4768
accoucheur,,2132
accoucheurs,,2795
accoucheuse,,2795
accoucheuses,,3638
accounsel,,1538
account,,840
accountability,,6056
accountable,,2730
accountableness,,7623
accountably,,2795
accountancy,,2795
accountant,,2042
accountants,,2687
accountantship,,6056
accounted,,1553
accounter,,1538
accounters,,2042
accounting,,2060
accountment,,2730
accountrement,,4613
accounts,,1145
accouple,,1170
accouplement,,3612
accourage,,1553
accourt,,840
accouter,,1145
accoutered,,2060
accoutering,,2709
accouterment,,3560
accouterments,,4613
accouters,,1538
accoutre,,1145
accoutred,,1553
accoutrement,,3560
accoutrements,,4613
accoutres,,1538
accoutring,,2060
accra,,425
accrease,,1145
accredit,,1157
accreditable,,3586
accreditate,,2709
accreditation,,4582
accreditations,,5907
accredited,,2078
accreditee,,2060
accrediting,,2730
accreditment,,3586
accredits,,1553
accrementitial,,5944
accrementition,,5944
accresce,,1170
accrescence,,2773
accrescendi,,2752
accrescendo,,2752
accrescent,,2078
accretal,,1145
accrete,,840
accreted,,1157
accretes,,1145
accreting,,1553
accretion,,1538
accretionary,,3586
accretions,,2042
accretive,,1583
accriminate,,2730
accroach,,1207
accroached,,2150
accroaching,,2816
accroachment,,3689
accroides,,1553
accruable,,1568
accrual,,840
accruals,,1145
accrue,,605
accrued,,850
accruement,,2078
accruer,,840
accrues,,840
accruing,,1157
acct,,288
accts,,425
accubation,,2078
accubita,,1170
accubitum,,1598
accubitus,,1568
accueil,,840
accultural,,2042
acculturate,,2687
acculturated,,3534
acculturates,,3509
acculturating,,4582
acculturation,,4551
acculturational,,7534
acculturationist,,9629
acculturative,,4644
acculturize,,2881
acculturized,,3767
acculturizing,,4861
accum,,439
accumb,,639
accumbency,,2204
accumbent,,1598
accumber,,1194
accumulable,,2773
accumulate,,2078
accumulated,,2752
accumulates,,2730
accumulating,,3586
accumulation,,3560
accumulations,,4613
accumulativ,,2795
accumulative,,3638
accumulatively,,6167
accumulativeness,,9897
accumulator,,2730
accumulators,,3560
accupy,,648
accur,,425
accuracy,,1207
accuracies,,2078
accurate,,1145
accurately,,2096
accurateness,,3509
accurre,,840
accurse,,840
accursed,,1157
accursedly,,2114
accursedness,,3534
accursing,,1553
accurst,,840
accurtation,,2687
accus,,425
accusable,,1568
accusably,,1612
accusal,,840
accusals,,1145
accusant,,1145
accusants,,1538
accusation,,2042
accusations,,2687
accusatival,,2752
accusative,,2096
accusatively,,3663
accusativeness,,5981
accusatives,,2752
accusator,,1538
accusatory,,2096
accusatorial,,3509
accusatorially,,5981
accusatrix,,2168
accusatrixes,,3689
accuse,,605
accused,,850
accuser,,840
accusers,,1145
accuses,,840
accusing,,1157
accusingly,,2114
accusive,,1182
accusor,,840
accustom,,1170
accustomation,,4613
accustomed,,2096
accustomedly,,3663
accustomedness,,5981
accustoming,,2752
accustomize,,2924
accustomized,,3818
accustomizing,,4922
accustoms,,1568
ace,,175
aceacenaphthene,,7891
aceanthrene,,2709
aceanthrenequinone,,16331
acecaffin,,1627
acecaffine,,2150
aceconitic,,2078
aced,,282
acedy,,439
acedia,,596
acediamin,,1553
acediamine,,2060
acedias,,829
acediast,,1132
aceite,,588
aceituna,,1120
aceldama,,1157
aceldamas,,1553
acellular,,1508
acemetae,,1145
acemetic,,1170
acemila,,840
acenaphthene,,3663
acenaphthenyl,,4830
acenaphthylene,,6204
acenesthesia,,3534
acensuada,,1523
acensuador,,2024
acentric,,1145
acentrous,,1508
aceology,,1170
aceologic,,1553
acephal,,871
acephala,,1182
acephalan,,1583
acephali,,1182
acephalia,,1583
acephalina,,2096
acephaline,,2096
acephalism,,2132
acephalist,,2096
acephalite,,2096
acephalocyst,,3715
acephalous,,2096
acephalus,,1583
acepots,,840
acequia,,912
acequiador,,2186
acequias,,1232
acer,,276
aceraceae,,1538
aceraceous,,2042
acerae,,588
acerata,,819
acerate,,819
acerated,,1132
acerates,,1120
acerathere,,2060
aceratherium,,3586
aceratosis,,2007
acerb,,425
acerbas,,840
acerbate,,1145
acerbated,,1553
acerbates,,1538
acerbating,,2060
acerber,,840
acerbest,,1145
acerbic,,861
acerbically,,2795
acerbity,,1182
acerbityacerose,,7757
acerbities,,2042
acerbitude,,2060
acerbly,,871
acerbophobia,,3689
acerdol,,829
aceric,,605
acerin,,588
acerli,,588
acerola,,819
acerolas,,1120
acerose,,819
acerous,,819
acerra,,588
acertannin,,2007
acerval,,850
acervate,,1157
acervately,,2114
acervatim,,1583
acervation,,2060
acervative,,2114
acervose,,1157
acervuli,,1157
acervuline,,2060
acervulus,,1553
aces,,276
acescence,,1568
acescency,,1612
acescent,,1145
acescents,,1538
aceship,,871
acesodyne,,1568
acesodynous,,2730
acestes,,819
acestoma,,1145
aceta,,410
acetable,,1145
acetabula,,1538
acetabular,,2042
acetabularia,,3509
acetabuliferous,,7668
acetabuliform,,4706
acetabulous,,2687
acetabulum,,2078
acetabulums,,2730
acetacetic,,2078
acetal,,588
acetaldehydase,,6093
acetaldehyde,,3663
acetaldehydrase,,7802
acetaldol,,1523
acetalization,,4768
acetalize,,1642
acetals,,819
acetamid,,1157
acetamide,,1553
acetamidin,,2060
acetamidine,,2709
acetamido,,1553
acetamids,,1553
acetaminol,,2042
acetaminophen,,4706
acetanilid,,2024
acetanilide,,2666
acetanion,,1508
acetaniside,,2666
acetanisidide,,4551
acetanisidine,,4520
acetannin,,1508
acetary,,850
acetarious,,2007
acetars,,819
acetarsone,,2007
acetate,,819
acetated,,1132
acetates,,1120
acetation,,1508
acetazolamide,,4861
acetbromamide,,4706
acetenyl,,1157
acethydrazide,,5015
acetiam,,840
acetic,,605
acetify,,881
acetification,,4644
acetified,,1568
acetifier,,1553
acetifies,,1553
acetifying,,2132
acetyl,,613
acetylacetonates,,9790
acetylacetone,,4644
acetylamine,,2752
acetylaminobenzene,,16640
acetylaniline,,4582
acetylasalicylic,,10057
acetylate,,1553
acetylated,,2078
acetylating,,2730
acetylation,,2709
acetylative,,2773
acetylator,,2060
acetylbenzene,,4922
acetylbenzoate,,6316
acetylbenzoic,,4984
acetylbiuret,,3586
acetylcarbazole,,8158
acetylcellulose,,7668
acetylcholine,,4737
acetylcholinesterase,,25514
acetylcholinic,,6167
acetylcyanide,,4768
acetylenation,,4582
acetylene,,1553
acetylenediurein,,9736
acetylenic,,2096
acetylenyl,,2114
acetylenogen,,3560
acetylfluoride,,6056
acetylglycin,,3689
acetylglycine,,4768
acetylhydrazine,,8292
acetylic,,1182
acetylid,,1170
acetylide,,1568
acetyliodide,,3586
acetylizable,,3818
acetylization,,4861
acetylize,,1687
acetylized,,2239
acetylizer,,2222
acetylizing,,2924
acetylmethylcarbinol,,26291
acetylperoxide,,6278
acetylphenylhydrazine,,34610
acetylphenol,,3663
acetylrosaniline,,9683
acetyls,,850
acetylsalicylate,,9950
acetylsalicylic,,7891
acetylsalol,,2709
acetyltannin,,3534
acetylthymol,,3741
acetyltropeine,,5981
acetylurea,,2060
acetimeter,,2042
acetimetry,,2096
acetimetric,,2730
acetin,,588
acetine,,819
acetins,,819
acetite,,819
acetize,,912
acetla,,588
acetmethylanilide,,12711
acetnaphthalide,,7846
acetoacetanilide,,9683
acetoacetate,,3509
acetoacetic,,2730
acetoamidophenol,,9950
acetoarsenite,,4489
acetobacter,,2730
acetobenzoic,,3792
acetobromanilide,,9790
acetochloral,,3586
acetocinnamene,,5944
acetoin,,819
acetol,,588
acetolysis,,2060
acetolytic,,2096
acetometer,,2042
acetometry,,2096
acetometric,,2730
acetometrical,,4613
acetometrically,,7757
acetomorphin,,3638
acetomorphine,,4706
acetonaemia,,2687
acetonaemic,,2730
acetonaphthone,,6093
acetonate,,1508
acetonation,,2644
acetone,,819
acetonemia,,2042
acetonemic,,2078
acetones,,1120
acetonic,,1145
acetonyl,,1157
acetonylacetone,,7668
acetonylidene,,4613
acetonitrile,,3457
acetonization,,4768
acetonize,,1642
acetonuria,,2007
acetonurometer,,5870
acetophenetide,,6018
acetophenetidin,,7712
acetophenetidine,,9843
acetophenin,,2752
acetophenine,,3586
acetophenone,,3586
acetopiperone,,4613
acetopyrin,,2096
acetopyrine,,2752
acetosalicylic,,6056
acetose,,819
acetosity,,1553
acetosoluble,,3509
acetostearin,,3457
acetothienone,,4582
acetotoluid,,2666
acetotoluide,,3483
acetotoluidine,,5833
acetous,,819
acetoveratrone,,5907
acetoxyl,,1244
acetoxyls,,1657
acetoxim,,1232
acetoxime,,1642
acetoxyphthalide,,10539
acetphenetid,,3612
acetphenetidin,,6018
acetract,,1145
acettoluide,,2666
acetum,,605
aceturic,,1145
ach,,190
achaean,,850
achaemenian,,2752
achaemenid,,2114
achaemenidae,,3612
achaemenidian,,4675
achaenocarp,,2795
achaenodon,,2078
achaeta,,850
achaetous,,1553
achafe,,639
achage,,622
achagua,,861
achakzai,,1319
achalasia,,1553
achamoth,,1219
achango,,861
achape,,631
achaque,,943
achar,,432
acharya,,881
achariaceae,,2752
achariaceous,,3586
acharne,,850
acharnement,,2752
achate,,613
achates,,850
achatina,,1157
achatinella,,2709
achatinidae,,2730
achatour,,1157
ache,,294
acheat,,613
achech,,657
acheck,,665
ached,,439
acheer,,613
acheilary,,1598
acheilia,,1157
acheilous,,1553
acheiria,,1157
acheirous,,1553
acheirus,,1157
achen,,432
achene,,613
achenes,,850
achenia,,850
achenial,,1157
achenium,,1182
achenocarp,,2132
achenodia,,1568
achenodium,,2114
acher,,432
achernar,,1157
acheron,,850
acheronian,,2060
acherontic,,2096
acherontical,,3586
aches,,432
achesoun,,1157
achete,,613
achetidae,,1568
acheulean,,1553
acheweed,,1207
achy,,312
achier,,613
achiest,,850
achievability,,4830
achievable,,2150
achieve,,881
achieved,,1207
achievement,,2816
achievements,,3663
achiever,,1194
achievers,,1598
achieves,,1194
achieving,,1612
achigan,,861
achilary,,1194
achylia,,881
achill,,613
achillea,,1157
achillean,,1553
achilleas,,1553
achilleid,,1568
achillein,,1553
achilleine,,2060
achilles,,1157
achillize,,1687
achillobursitis,,7668
achillodynia,,3638
achilous,,1157
achylous,,1194
achime,,631
achimenes,,1583
achymia,,902
achymous,,1219
achinese,,1157
achiness,,1157
achinesses,,2060
aching,,622
achingly,,1207
achiote,,850
achiotes,,1157
achira,,613
achyranthes,,2838
achirite,,1157
achyrodes,,1612
achitophel,,2150
achkan,,648
achlamydate,,2838
achlamydeae,,2838
achlamydeous,,3689
achlorhydria,,3715
achlorhydric,,3767
achlorophyllous,,7935
achloropsia,,2752
achluophobia,,3715
achmetha,,1219
achoke,,648
acholia,,850
acholias,,1157
acholic,,871
acholoe,,850
acholous,,1157
acholuria,,1553
acholuric,,1583
achomawi,,1219
achondrite,,2078
achondritic,,2773
achondroplasia,,6018
achondroplastic,,7802
achoo,,432
achor,,432
achordal,,1170
achordata,,1568
achordate,,1568
achorion,,1157
achras,,613
achree,,613
achroacyte,,2150
achroanthes,,2773
achrodextrin,,3741
achrodextrinase,,7935
achroglobin,,2773
achroiocythaemia,,10218
achroiocythemia,,8024
achroite,,1157
achroma,,871
achromacyte,,2859
achromasia,,2096
achromat,,1182
achromate,,1583
achromatiaceae,,6056
achromatic,,2132
achromatically,,6167
achromaticity,,4799
achromatin,,2096
achromatinic,,3638
achromatisation,,7668
achromatise,,2752
achromatised,,3612
achromatising,,4675
achromatism,,2795
achromatium,,2795
achromatizable,,6390
achromatization,,8069
achromatize,,2945
achromatized,,3844
achromatizing,,4953
achromatocyte,,4799
achromatolysis,,6093
achromatope,,2795
achromatophil,,4799
achromatophile,,6167
achromatophilia,,7891
achromatophilic,,7980
achromatopia,,3638
achromatopsy,,3715
achromatopsia,,4706
achromatosis,,3586
achromatous,,2752
achromats,,1583
achromaturia,,3586
achromia,,1182
achromic,,1207
achromobacter,,4768
achromobacterieae,,12711
achromoderma,,3663
achromophilous,,6167
achromotrichia,,6167
achromous,,1583
achronical,,2096
achronychous,,3741
achronism,,1583
achroodextrin,,4830
achroodextrinase,,10111
achroous,,1157
achropsia,,1583
achtehalber,,2816
achtel,,613
achtelthaler,,3612
achter,,613
achterveld,,2132
achuas,,613
achuete,,850
acy,,190
acyanoblepsia,,4706
acyanopsia,,2096
acichlorid,,2114
acichloride,,2773
acyclic,,892
acyclically,,2859
acicula,,840
aciculae,,1145
acicular,,1145
acicularity,,2752
acicularly,,2096
aciculas,,1145
aciculate,,1538
aciculated,,2060
aciculum,,1170
aciculums,,1568
acid,,282
acidaemia,,1553
acidanthera,,2730
acidaspis,,1553
acidemia,,1157
acidemias,,1553
acider,,596
acidhead,,1182
acidheads,,1583
acidy,,439
acidic,,613
acidiferous,,2730
acidify,,892
acidifiable,,2773
acidifiant,,2078
acidific,,1194
acidification,,4675
acidified,,1583
acidifier,,1568
acidifiers,,2078
acidifies,,1568
acidifying,,2150
acidyl,,622
acidimeter,,2060
acidimetry,,2114
acidimetric,,2752
acidimetrical,,4644
acidimetrically,,7802
acidite,,829
acidity,,861
acidities,,1523
acidize,,923
acidized,,1257
acidizing,,1672
acidly,,622
acidness,,1132
acidnesses,,2024
acidogenic,,2078
acidoid,,840
acidolysis,,2078
acidology,,1583
acidometer,,2060
acidometry,,2114
acidophil,,1598
acidophile,,2114
acidophilic,,2816
acidophilous,,3612
acidophilus,,2773
acidoproteolytic,,9950
acidoses,,1132
acidosis,,1132
acidosteophyte,,6130
acidotic,,1157
acidproof,,1598
acids,,418
acidulant,,1523
acidulate,,1523
acidulated,,2042
acidulates,,2024
acidulating,,2687
acidulation,,2666
acidulent,,1523
acidulous,,1523
acidulously,,2730
acidulousness,,4520
aciduria,,1132
acidurias,,1523
aciduric,,1157
acier,,410
acierage,,1132
acieral,,819
acierate,,1120
acierated,,1523
acierates,,1508
acierating,,2024
acieration,,2007
acies,,410
acyesis,,850
acyetic,,871
aciform,,871
acyl,,294
acylal,,613
acylamido,,1598
acylamidobenzene,,10432
acylamino,,1583
acylase,,850
acylate,,850
acylated,,1170
acylates,,1157
acylating,,1568
acylation,,1553
aciliate,,1120
aciliated,,1523
acilius,,819
acylogen,,1170
acyloin,,850
acyloins,,1157
acyloxy,,954
acyloxymethane,,6464
acyls,,432
acinaceous,,2042
acinaces,,1145
acinacifoliate,,5981
acinacifolious,,5981
acinaciform,,2795
acinacious,,2042
acinacity,,1583
acinar,,588
acinary,,850
acinarious,,2007
acineta,,819
acinetae,,1120
acinetan,,1120
acinetaria,,2007
acinetarian,,2644
acinetic,,1145
acinetiform,,2752
acinetina,,1508
acinetinan,,2007
acing,,418
acini,,410
acinic,,605
aciniform,,1583
acinose,,819
acinotubular,,3509
acinous,,819
acinuni,,819
acinus,,588
acipenser,,1538
acipenseres,,2687
acipenserid,,2709
acipenseridae,,4582
acipenserine,,3509
acipenseroid,,3534
acipenseroidei,,5907
acyrology,,1612
acyrological,,3612
acis,,276
acystia,,850
aciurgy,,861
ack,,195
ackee,,439
ackees,,622
ackey,,461
ackeys,,648
acker,,439
ackman,,639
ackmen,,639
acknew,,648
acknow,,648
acknowing,,1627
acknowledge,,2838
acknowledgeable,,7935
acknowledged,,3715
acknowledgedly,,6278
acknowledgement,,7935
acknowledgements,,10111
acknowledger,,3689
acknowledgers,,4768
acknowledges,,3689
acknowledging,,4799
acknowledgment,,6204
acknowledgments,,7935
acknown,,892
ackton,,622
aclastic,,1145
acle,,276
acleidian,,1523
acleistocardia,,5907
acleistous,,2007
aclemon,,840
aclydes,,861
aclidian,,1132
aclinal,,819
aclinic,,840
aclys,,432
acloud,,596
aclu,,276
acmaea,,605
acmaeidae,,1553
acmaesthesia,,3586
acmatic,,861
acme,,288
acmes,,425
acmesthesia,,2752
acmic,,439
acmispon,,1170
acmite,,605
acne,,276
acned,,418
acneform,,1182
acneiform,,1583
acnemia,,840
acnes,,410
acnida,,596
acnodal,,829
acnode,,596
acnodes,,829
acoasm,,605
acoasma,,840
acocanthera,,2752
acocantherin,,3586
acock,,454
acockbill,,1627
acocotl,,840
acoela,,588
acoelomata,,2042
acoelomate,,2042
acoelomatous,,3509
acoelomi,,1145
acoelomous,,2042
acoelous,,1120
acoemetae,,1538
acoemeti,,1145
acoemetic,,1568
acoenaesthesia,,5907
acoin,,410
acoine,,588
acolapissa,,2042
acold,,418
acolhua,,850
acolhuan,,1157
acolyctine,,2096
acolyte,,850
acolytes,,1157
acolyth,,881
acolythate,,2114
acolytus,,1157
acology,,861
acologic,,1157
acolous,,819
acoluthic,,1583
acoma,,425
acomia,,605
acomous,,840
aconative,,1553
acondylose,,2078
acondylous,,2078
acone,,410
aconelline,,2007
aconic,,605
aconin,,588
aconine,,819
aconital,,1120
aconite,,819
aconites,,1120
aconitia,,1120
aconitic,,1145
aconitin,,1120
aconitine,,1508
aconitum,,1145
aconitums,,1538
acontia,,819
acontias,,1120
acontium,,1145
acontius,,1120
aconuresis,,2007
acool,,410
acop,,288
acopic,,622
acopyrin,,1182
acopyrine,,1583
acopon,,605
acor,,276
acorea,,588
acoria,,588
acorn,,410
acorned,,829
acorns,,588
acorus,,588
acosmic,,861
acosmism,,1170
acosmist,,1145
acosmistic,,2078
acost,,410
acotyledon,,2078
acotyledonous,,4613
acouasm,,840
acouchi,,871
acouchy,,902
acoumeter,,1538
acoumetry,,1583
acounter,,1120
acouometer,,2042
acouophonia,,2752
acoup,,425
acoupa,,605
acoupe,,605
acousma,,840
acousmas,,1145
acousmata,,1538
acousmatic,,2078
acoustic,,1145
acoustical,,2042
acoustically,,3586
acoustician,,2687
acousticolateral,,9629
acousticon,,2042
acousticophobia,,7846
acoustics,,1538
acoustoelectric,,7623
acpt,,288
acquaint,,1232
acquaintance,,3741
acquaintances,,4830
acquaintanceship,,10378
acquaintanceships,,13160
acquaintancy,,3818
acquaintant,,2838
acquainted,,2186
acquaintedness,,6167
acquainting,,2859
acquaints,,1642
acquent,,912
acquereur,,1642
acquest,,912
acquests,,1232
acquiesce,,1672
acquiesced,,2222
acquiescement,,4891
acquiescence,,3792
acquiescency,,3870
acquiescent,,2881
acquiescently,,4922
acquiescer,,2204
acquiesces,,2204
acquiescing,,2902
acquiescingly,,4953
acquiesence,,2881
acquiet,,912
acquirability,,4922
acquirable,,2204
acquire,,912
acquired,,1244
acquirement,,2881
acquirements,,3741
acquirenda,,2186
acquirer,,1232
acquirers,,1642
acquires,,1232
acquiring,,1657
acquisible,,2204
acquisita,,1642
acquisite,,1642
acquisited,,2186
acquisition,,2838
acquisitional,,4768
acquisitions,,3689
acquisitive,,2902
acquisitively,,4953
acquisitiveness,,7980
acquisitor,,2168
acquisitum,,2204
acquist,,912
acquit,,665
acquital,,1232
acquitment,,2204
acquits,,912
acquittal,,1642
acquittals,,2168
acquittance,,2881
acquitted,,1657
acquitter,,1642
acquitting,,2186
acquophonia,,2945
acrab,,425
acracy,,631
acraein,,819
acraeinae,,1508
acraldehyde,,2816
acrania,,819
acranial,,1120
acraniate,,1508
acrasy,,613
acrasia,,819
acrasiaceae,,2687
acrasiales,,2007
acrasias,,1120
acrasida,,1132
acrasieae,,1508
acrasin,,819
acrasins,,1120
acraspeda,,1553
acraspedote,,2709
acratia,,819
acraturesis,,2644
acrawl,,613
acraze,,665
acre,,276
acreable,,1145
acreage,,829
acreages,,1132
acreak,,622
acream,,605
acred,,418
acredula,,1132
acreman,,840
acremen,,840
acres,,410
acrestaff,,1598
acrid,,418
acridan,,829
acridane,,1132
acrider,,829
acridest,,1132
acridian,,1132
acridic,,850
acridid,,840
acrididae,,1538
acridiidae,,2042
acridyl,,861
acridin,,829
acridine,,1132
acridines,,1523
acridinic,,1553
acridinium,,2060
acridity,,1170
acridities,,2024
acridium,,1157
acrydium,,1194
acridly,,861
acridness,,1523
acridone,,1132
acridonium,,2060
acridophagus,,3638
acriflavin,,2114
acriflavine,,2773
acryl,,432
acrylaldehyde,,4830
acrylate,,1157
acrylates,,1553
acrylic,,871
acrylics,,1182
